	18.SPF.CD	11.CON.HFD	20.SPF.HFD	24.SPF.HFD	2.CON.HFD	23.SPF.HFD	17.SPF.CD	1.CON.CD	3.CON.CD	13.SPF.CD	21.SPF.HFD	14.SPF.CD	16.SPF.CD	10.CON.HFD	12.CON.CD	15.SPF.CD	22.SPF.HFD	9.CON.CD	5.CON.CD	6.CON.HFD	8.CON.HFD	19.SPF.HFD	7.CON.CD	4.CON.HFD
OTU_76	14.3118902590006	11.732257140128	51.8532508617026	22.0447505894318	23.5095874491575	39.1917548142121	8.16668115816016	0.589675576412977	2.47445630458359	11.3211826316441	14.9859252308756	7.63228656487083	1.49092034667767	40.3003486189327	9.44302015784447	8.03745248910726	13	16.9642420388397	0	36.293023255814	32.9720479178551	4.1544477028348	0	12.735017626322
OTU_43	96.6052592482543	217.391823478842	67.5456820435337	145.628958439277	142.736780941313	126.720007232619	60.3077993217981	102.603550295858	11.5474627547234	35.751103047297	216.939108104104	61.7521367521367	87.2188402806438	186.001609010459	64.6483687729352	42.8664132752387	117	24.0326762216896	58.7666286583048	107.53488372093	197.832287507131	49.0224828934506	91.6422742593578	121.690168429299
OTU_14	300.549695439014	200.828636928073	427.107039992445	148.301049419814	268.12124733682	318.759605822258	88.577080253891	169.826566006937	436.329128374907	166.242629169931	51.3803150772878	153.339575530587	21.6183450268262	210.801823545186	312.346051374855	292.697228144989	100	384.522819547033	336.12314709236	550.444186046512	231.553700150392	240.957966764418	324.913517828632	181.120250685468
OTU_72	35.7797256475016	48.3092941064094	5.4582369328108	32.0650917664463	29.6668603525082	7.83835096284242	30.7821059038344	70.7610691695572	17.3211941320852	24.429920415653	85.6338584621463	30.5291462594833	106.600804787454	24.0252078305176	51.5734177851506	64.9694076202837	59	26.8600498948295	62.0619536297986	32.9325581395349	35.2201420940725	19.941348973607	58.9586659570694	35.3750489620055
OTU_77	14.3118902590006	0	0.68227961660135	0	0	0	78.5257803669246	112.038359518466	51.9635823962555	44.6888788091213	0	118.647363872083	17.8910441601321	0	61.016437942995	52.9132288866228	0	28.2737367313995	39.5438996579247	0	0	0	32.0427532375377	0
OTU_66	11.4495122072005	30.3658420097431	21.1506681146419	21.3767278442975	48.1386790625605	41.1513425549227	3.76923745761238	10.0244847990206	0	5.36266545709455	42.1033137438886	7.63228656487083	13.4182831200991	37.2003218020917	3.63193082994018	9.37702790395847	24	5.6547473462799	3.84454580007602	45.7023255813953	50.9568013275943	58.1622678396872	7.69026077700905	33.2525460242852
OTU_96	28.6237805180013	0.690132772948706	2.7291184664054	4.67615921594009	19.0315707921751	0.653195913570202	32.6667246326406	4.71740461130382	6.59855014555625	11.3211826316441	1.4272309743691	31.2229904926534	13.4182831200991	0	123.485648217966	31.4800222490034	21	60.0816905542239	6.59064994298746	18.8186046511628	10.4911061556812	4.1544477028348	7.69026077700905	17.6875244810027
OTU_101	12.1651067201505	71.0836756137167	14.3278719486284	90.8510933382645	38.622893666473	30.7002079377995	21.3590122598035	8.84513364619465	0.824818768194532	10.1294791967342	129.878018667589	12.4891961970614	31.3093272802311	103.075891659962	12.3485648217966	16.0749049782145	181	1.41368683656998	16.4766248574686	39.653488372093	88.4250375978841	113.831867057674	19.2256519425226	67.9200940070505
OTU_69	8.58713415540039	0	1.3645592332027	0	8.95603331396475	0	5.65385618641857	12.9728626810855	75.8833266738969	15.4921446538287	0	6.24459809853068	9.69098225340487	0	39.2248529633539	58.2715305460276	0	22.6189893851196	74.1448118586089	10.0813953488372	4.49618835243479	2.49266862170088	60.8812311513216	32.545045045045
OTU_89	25.0458079532511	8.97172604833317	12.2810330988243	21.3767278442975	77.245787332946	32.6597956785101	3.14103121467698	47.1740461130382	23.0949255094469	5.9585171745495	37.8216208207813	2.7753769326803	2.23638052001651	24.0252078305176	12.3485648217966	13.3957541485121	12	7.77527760113486	44.4868871151653	6.04883720930233	31.4733184670435	46.5298142717498	186.488823842469	101.172640031336
OTU_79	10.7339176942505	2.07039831884612	49.1241323952972	0.668022745134298	13.9938020530699	32.6597956785101	7.53847491522476	204.02774943889	14.021919059307	8.34192404436931	2.85446194873821	18.039950062422	10.4364424267437	5.42504692947171	21.065198813653	11.3863910262353	7	15.5505552022697	3.84454580007602	13.4418604651163	7.49364725405798	14.9560117302053	34.6061734965407	12.0275166470819
OTU_74	9.30272866835042	15.1829210048715	21.8329477312432	89.5150478479959	13.9938020530699	51.6024771720459	8.79488740109556	13.5625382574985	2.47445630458359	4.7668137396396	89.201935898069	6.93844233170076	8.2000619067272	24.8002145347278	12.3485648217966	8.03745248910726	23	4.24106050970992	15.3781832003041	13.4418604651163	35.2201420940725	74.7800586510264	10.2536810360121	12.0275166470819
OTU_136	30.0549695439014	0	0	0	0	0	0.628206242935397	0	0	10.1294791967342	0	3.46922116585038	2.23638052001651	0	65.3747549389232	10.7166033188097	0	128.645502127868	0	0	0	0	0	0
