	114t1	114t2	114t3	114t4	114t5	120t1	120t2	120t3	120t4	120t5	120t6	125t1	125t2	125t3	125t4	125t5	125t6	129t2	129t3	129t4	129t5	129t6	134t1	134t2	134t3	134t4	134t5	134t6	139t1	139t2	139t3	139t4	139t5	139t6	148t1	148t2	148t3	148t4	148t5	148t6	150t1	150t3	150t4	150t5	150t6	151t1	151t2	151t3	151t4	151t5	151t6	155t1	155t2	155t3	155t4	155t5	155t6	156t1	156t2	156t3	156t4	156t5	156t6	163t1	163t2	163t3	163t4	163t5	163t6	169t1	169t2	169t3	169t4	169t5	169t6	191t1	191t2	191t3	191t4	191t5	191t6
Zotu421	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	4	5	3	2	2	0	0	0	0	0	0	1	1	0	0	0	0	0	2	2	2	3	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0
Zotu573	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	12	6	6	144	150	1	9	2	5	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	17	39	2	6	8	13	1	1	0	2	7	0	0	0	0	0	0	2	0	1	0	2	1
Zotu578	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Zotu525	0	0	0	0	0	0	1	2	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu572	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0
Zotu576	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu409	0	0	0	1	0	0	0	0	1	2	1	0	0	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	2	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	1	0	1	1	2	0	0	0	0	0	0	0	1	1	0	0	0	1
Zotu315	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1	1	4	0	0	0	0	0	0	1	1	120	5	4	1	1	5	2	5	2	0	0	2	0	0	0	12	4	1	2	2	2	0	0	0	0	0	0	4	0	2	4	0	1	0	0	0	0	0	0	6	2	4	2	4	2
Zotu462	0	0	0	1	0	1	2	2	2	4	0	2	0	1	1	1	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	2	0	0	6	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	2	1	1	2	2	3	4	4	1	3
Zotu441	0	0	0	1	0	1	1	0	2	0	0	1	0	1	1	4	0	0	0	0	0	0	1	0	1	0	2	4	0	0	0	0	0	0	1	1	1	1	2	2	1	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu558	0	0	0	0	0	0	0	1	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu457	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	16	10	49	11	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
Zotu344	0	0	0	0	1	0	0	0	0	0	0	2	1	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	7	7	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu332	0	0	0	0	0	0	4	0	2	4	3	0	2	4	4	4	0	0	3	0	0	0	3	3	1	4	46	105	1	1	1	1	0	2	7	2	16	4	12	11	0	1	2	0	1	4	1	2	4	4	2	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	2	0	1	0	0	0	0	0	0	0	0	1	1	0	1
Zotu496	0	0	0	0	1	1	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Zotu77	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	29	76	112	277	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	98	74	72	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	681	343	178	211	275	321	0	0	0	0	0	0	0	0	0	0	0	0
Zotu418	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	11	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	3	2
Zotu265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13	10	3	15	0	0	0	0	0	0	0	0	0	0	0	0	3	6	9	4	7	6	0	0	0	0	0	0	0	0	0	0	0	0	6	6	20	3	6	4
Zotu56	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446	426	193	284	381	123	302	233	200	172	201	114	133	227	279	126	150	0	0	0	0	0	0	0	1	0	0	0	0	322	448	397	404	289	282	178	179	220	259	252	117	0	0	0	0	0	0
Zotu173	0	0	0	0	0	344	201	311	135	257	943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Zotu37	0	0	0	0	0	509	591	979	382	712	776	0	2	0	0	0	0	0	0	0	0	0	3	3	1	22	30	7	0	1	1	0	0	0	2	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	1	33	28	190	17	0	204	0	0	0	0	0	0	624	325	412	477	594	319	0	0	0	0	0	0	622	468	537	814	606	1305
Zotu125	0	0	0	0	0	6	2	1	10	39	16	32	48	112	56	153	56	0	0	0	0	0	4	2	14	13	21	3	0	0	0	0	0	1	2	6	4	14	28	10	27	14	28	15	23	0	0	0	0	0	0	9	1	10	7	16	20	17	18	45	19	37	21	10	12	3	37	20	4	4	30	40	22	5	9	34	15	64	38	87	39
Zotu267	0	0	0	0	0	112	50	116	61	112	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu170	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	40	166	109	316	2
Zotu91	0	0	0	0	0	81	49	59	43	30	128	0	0	0	0	0	0	51	47	24	292	275	2	118	32	115	63	106	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	49	71	169	110	507	14	28	95	35	57	272	0	0	0	0	0	0
Zotu115	0	0	0	0	0	61	50	62	107	76	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	275	294	242	441	172	0	0	0	0	0	0
Zotu290	0	0	0	0	0	6	4	6	2	2	7	0	0	0	0	0	0	0	0	0	0	0	16	11	7	7	11	16	1	5	4	3	2	6	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu82	0	0	0	0	0	44	10	44	38	123	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	334	763	324	925	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	16	4	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu107	0	0	0	0	0	6	0	0	0	113	57	0	0	0	0	1	1	0	0	0	0	0	20	26	14	49	45	111	0	0	0	0	0	0	578	408	388	56	218	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu304	0	0	0	0	0	10	12	6	13	14	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	7	1	7	0	0	0	0	0	5	10	7	11	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	3	4	1	0	0	0	0	0	0
Zotu148	0	0	0	0	0	118	115	135	123	174	114	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	76	97	66	65	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu166	0	0	0	0	0	43	36	20	35	45	102	0	0	0	0	0	0	0	0	0	0	0	9	44	6	26	75	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	18	39	21	83	8
Zotu479	0	0	0	0	0	1	3	0	6	56	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu96	0	0	0	0	0	0	2	2	1	11	7	0	0	0	0	0	0	85	56	35	270	136	0	0	14	0	0	0	29	116	309	143	519	229	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	217	217	931	249	132	321	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	5	22	0	6	2
Zotu410	0	0	0	0	0	5	5	12	5	17	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu224	0	0	0	0	0	52	99	26	5	61	52	0	0	0	0	0	0	0	0	0	0	0	197	16	55	14	28	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu358	0	0	0	0	0	7	1	4	6	8	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	1	2	0	0	0	0	0	0	10	2	2	1	7	6
Zotu337	0	0	0	0	0	2	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu161	0	0	0	0	0	6	0	1	11	27	41	25	2	12	9	2	1	0	0	0	0	0	66	65	79	45	13	15	3	26	0	15	0	24	0	0	0	0	0	0	101	22	8	41	39	0	0	0	0	0	0	33	51	8	1	5	15	0	10	20	8	13	29	2	3	9	0	7	8	2	15	3	5	0	1	49	13	11	10	23	52
Zotu574	0	0	0	0	0	3	5	3	3	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	3	1	3	0	1	2	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu204	0	0	0	0	0	9	28	54	52	43	9	0	0	0	0	0	0	0	0	0	0	0	3	3	0	4	3	0	0	0	0	0	0	0	0	0	0	34	47	17	0	0	0	0	0	0	0	0	0	0	0	14	8	59	8	0	15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2
Zotu199	0	0	0	0	0	26	15	25	15	23	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	20	11	12	34	28	0	0	0	0	0	0	32	63	5	22	23	17	0	0	0	0	0	0	0	0	0	0	0	0
Zotu277	0	0	0	0	0	8	0	8	2	4	14	0	0	0	0	0	0	0	0	0	0	0	13	4	11	11	52	20	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu223	0	0	0	0	0	16	21	12	10	18	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	9	18	5	21	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	26	24	25	18	33
Zotu307	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	26	15	10	7	19	6	5	11	3	11	1	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0
Zotu80	0	0	0	0	0	5	162	183	152	149	56	0	0	0	0	0	0	0	0	0	0	0	4	5	1	9	7	12	6	102	3	190	134	144	75	59	73	683	136	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	18	38	14	72	129	0	0	1	0	0	0	0	0	0	0	0	0
Zotu451	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4	2	0	3	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Zotu534	0	0	0	0	0	3	1	1	1	1	0	0	0	0	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
Zotu520	0	0	0	0	0	3	3	0	0	1	0	1	3	2	3	1	1	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Zotu240	0	0	0	0	0	18	15	16	31	15	33	34	16	29	41	20	32	3	3	0	9	6	3	22	4	8	6	3	0	7	3	2	8	0	5	3	10	0	1	15	14	6	8	4	13	0	0	0	0	0	0	6	4	10	4	4	9	13	16	15	12	24	55	0	0	0	0	0	0	0	4	14	0	2	9	21	5	8	8	31	21
Zotu285	0	0	0	0	0	22	20	31	26	32	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu352	0	0	0	0	0	5	15	16	3	24	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu391	0	0	0	0	0	1	5	5	1	1	3	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	4	10	1	4	1	3	3	3	0	3	0	2	0	3	0	0	0	0	0	0	0	6	1	1	5	1	0	0	0	0	0	0	0	1	0	0	0	0	4	3	1	9	1	4
Zotu438	0	0	0	0	0	2	7	1	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	5	6	9	12
Zotu301	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	13	2	4	7	2	12	5	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu531	0	0	0	0	0	3	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	1	2
Zotu500	0	0	0	0	0	0	1	1	1	1	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	1	1	0	0	1	2	0	0	0	0	0	0	2	0	3	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu515	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	1	1	1	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu347	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu436	0	0	0	0	0	1	3	0	0	2	1	0	0	0	0	0	0	1	4	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	1	1	0	0	0	0	0	0	8	15	14	17	1	1	0	0	0	0	0	0
Zotu328	0	0	0	0	0	2	3	11	3	6	10	0	0	0	0	0	0	4	0	0	21	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	1	0	19	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	6	0	0	0	0	0	0
Zotu299	0	0	0	0	0	1	3	6	0	2	1	4	0	1	0	0	1	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	2	1	1	1	1	0	5	3	11	16	2	3	2	0	0	0	2	1	0	0	0	0	0	0
Zotu317	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	1	0	3	2	0	0	0	1	0	0	0	0	0	0	0	0	33	20	11	13	30	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	2	1	2	0	1	0	0	0	0	0	0	0	0
Zotu335	0	0	0	0	0	1	2	2	0	0	0	0	0	1	1	7	1	0	2	2	4	0	0	0	0	0	0	0	1	1	0	3	1	0	0	0	0	0	0	1	0	1	0	0	0	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	4	7	1	1	0	0	0	1	0	1	0	0	0	0	0	0
Zotu524	0	0	0	0	0	3	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu506	0	0	0	0	0	5	3	2	1	8	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu470	0	0	0	0	0	3	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	2	1	1	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	4	0
Zotu213	0	0	0	0	0	5	1	2	1	22	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	30	8	12	17	13	42	5	21	24	26	29	0	0	0	0	0	0	0	0	0	0	0	0	57	28	22	24	26	18
Zotu375	0	0	0	0	0	2	0	0	0	1	0	1	0	1	1	1	1	1	1	1	2	1	0	1	0	0	1	0	4	0	0	4	1	1	0	1	1	2	4	1	1	3	1	4	1	0	3	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	3	1	2	1	0	0	5	0	0	0	0	0	0	2	1	1	0	1	1
Zotu563	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	2	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Zotu427	0	0	0	0	0	2	4	6	9	6	20	0	0	0	0	0	0	19	16	13	142	33	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	68	41	83	32	55	0	0	0	0	0	0	14	24	12	8	7	34	0	0	0	0	0	0	43	18	13	13	10	42	0	3	1	0	1	2	24	7	19	4	38	18
Zotu245	0	0	0	0	0	1	7	4	0	17	9	1	2	1	2	1	1	0	0	0	0	0	13	5	5	16	63	31	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	3	4	6	0
Zotu321	0	0	0	0	0	0	5	5	3	0	3	9	3	2	4	4	7	0	0	0	0	0	3	12	4	3	4	5	0	0	0	0	2	0	5	0	14	2	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	2	3	0	1	1	0	0	2	0	0	0	0	0	0
Zotu160	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	292	85	93	306	145	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu423	0	0	0	0	0	1	2	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0
Zotu368	0	0	0	0	0	2	6	0	0	6	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0
Zotu221	0	0	0	0	0	3	5	3	7	7	6	2	1	0	1	0	1	4	14	0	27	3	0	0	0	0	0	0	0	0	0	83	29	0	4	1	0	2	6	0	0	0	0	0	0	36	9	50	62	66	71	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	1	2	0	0	1
Zotu30	0	0	0	0	0	1	1	0	0	0	3	1	0	1	0	0	3	0	10	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3261	1788	1118	1167	1296	3518	0	0	0	0	0	0	121	344	198	106	157	794	0	0	0	0	0	0
Zotu346	0	0	0	0	0	1	9	0	3	1	10	0	0	0	0	0	0	0	0	0	0	0	5	4	7	2	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	10	16	0	6	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
Zotu528	0	0	0	0	0	0	1	0	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
